heure;variable;valeur
15/06/2023 17:50:00;PRMEI402021_MES;0
15/06/2023 17:50:00;PRMEI404021_MES;0
15/06/2023 17:50:00;PRMEI404501_MES;0
15/06/2023 17:50:00;PRMEI471001;0
15/06/2023 17:50:00;PRMEI472001;0
15/06/2023 17:50:00;PRMEI473001;0
15/06/2023 17:50:00;PRMEI474001;0
15/06/2023 17:50:00;PRMEI475001;0
15/06/2023 17:50:00;PRMEI705101;0
15/06/2023 17:50:00;PRMEI715801_MES;0
15/06/2023 17:50:00;PRMEI815801_MES;0
15/06/2023 17:50:00;PRMEI815802_MES;0
15/06/2023 17:50:00;PRMEI915837_MES;0
15/06/2023 17:50:00;PRMEI915838_MES;0
15/06/2023 17:50:00;PRMEN402011_MES;0
15/06/2023 17:50:00;PRMEN404011_MES;0
15/06/2023 17:50:00;PRMEN405200;0
15/06/2023 17:50:00;PRMEN4055_MES;0
15/06/2023 17:50:00;PRMEN4056_MES;0
15/06/2023 17:50:00;PRMEN4057_MES;0
15/06/2023 17:50:00;PRMEN4058_MES;0
15/06/2023 17:50:00;PRMEN476201_MES;0
15/06/2023 17:50:00;PRMEN476601_MES;0
15/06/2023 17:50:00;PRMEN715301_MES;0
15/06/2023 17:50:00;PRMEN715601_MES;0
15/06/2023 17:50:00;PRMEN716801_MES;0
15/06/2023 17:50:00;PRMEP_AIR_USINE_MES;0
15/06/2023 17:50:00;PRMEP401503_MES;0
15/06/2023 17:50:00;PRMEP403503_MES;0
15/06/2023 17:50:00;PRMEP471001_MES;0
15/06/2023 17:50:00;PRMEP472001_MES;0
15/06/2023 17:50:00;PRMEP473001_MES;0
15/06/2023 17:50:00;PRMEP474001_MES;0
15/06/2023 17:50:00;PRMEP475001_MES;0
15/06/2023 17:50:00;PRMEP716802_MES;0
15/06/2023 17:50:00;PRMEP716803_MES;0
15/06/2023 17:50:00;PRMEP716804_MES;0
15/06/2023 17:50:00;PRMEP716903_MES;0
15/06/2023 17:50:00;PRMEP716904_MES;0
15/06/2023 17:50:00;PRMET409511;0
15/06/2023 17:50:00;PRMET471001;0
15/06/2023 17:50:00;PRMET471002;0
15/06/2023 17:50:00;PRMET471003;0
15/06/2023 17:50:00;PRMET471004;0
15/06/2023 17:50:00;PRMET471005;0
15/06/2023 17:50:00;PRMET471006;0
15/06/2023 17:50:00;PRMET471007;0
15/06/2023 17:50:00;PRMET471008;0
15/06/2023 17:50:00;PRMET471009;0
15/06/2023 17:50:00;PRMET471010;0
15/06/2023 17:50:00;PRMET472001;0
15/06/2023 17:50:00;PRMET472002;0
15/06/2023 17:50:00;PRMET472003;0
15/06/2023 17:50:00;PRMET472004;0
15/06/2023 17:50:00;PRMET472005;0
15/06/2023 17:50:00;PRMET472006;0
15/06/2023 17:50:00;PRMET472007;0
15/06/2023 17:50:00;PRMET472008;0
15/06/2023 17:50:00;PRMET472009;0
15/06/2023 17:50:00;PRMET472010;0
15/06/2023 17:50:00;PRMET473001;0
15/06/2023 17:50:00;PRMET473002;0
15/06/2023 17:50:00;PRMET473003;0
15/06/2023 17:50:00;PRMET473004;0
15/06/2023 17:51:00;PRCOR704006_TEMP;59
15/06/2023 17:51:00;PRCOR704007_TEMP;36
15/06/2023 17:51:00;PRCORP701003_INT;0
15/06/2023 17:51:00;PRCORP702003_INT;0
15/06/2023 17:51:00;PRCORP703003_INT;0
15/06/2023 17:51:00;PRCORP704003_INT;1
15/06/2023 17:51:00;PREVA408501_ETA;0
15/06/2023 17:51:00;PREVA408601_ETA;0
15/06/2023 17:51:00;PREVA408701_ETA;0
15/06/2023 17:51:00;PREVA408801_ETA;0
15/06/2023 17:51:00;PREVA408901_ETA;0
15/06/2023 17:51:00;PREVA409001_ETA;0
15/06/2023 17:51:00;PREVA409101_ETA;0
15/06/2023 17:51:00;PREVA409201_ETA;0
15/06/2023 17:51:00;PREVA815809_ANIM;0
15/06/2023 17:51:00;PREVA915808_ANIM;0
15/06/2023 17:51:00;PRLIC4750_MES;0
15/06/2023 17:51:00;PRMEC815802_MES;0
15/06/2023 17:51:00;PRMEC915839_MES;0
15/06/2023 17:51:00;PRMED400804_MES;0
15/06/2023 17:51:00;PRMED401514_MES;0
15/06/2023 17:51:00;PRMED403514_MES;0
15/06/2023 17:51:00;PRMED476203_MES;0
15/06/2023 17:51:00;PRMED476204_MES;0
15/06/2023 17:51:00;PRMED476603_MES;0
15/06/2023 17:51:00;PRMED476604_MES;0
15/06/2023 17:51:00;PRMED715303_MES;0
15/06/2023 17:51:00;PRMED715304_MES;0
15/06/2023 17:51:00;PRMED715801_MES;0
15/06/2023 17:51:00;PRMED716801_MES;0
15/06/2023 17:51:00;PRMED815804_MES;0
15/06/2023 17:51:00;PRMED915811_MES;0
15/06/2023 17:51:00;PRMEI000301_MES;0
15/06/2023 17:51:00;PRMEI000501_MES;0
15/06/2023 17:51:00;PRMEI000601_MES;0
15/06/2023 17:51:00;PRMEI100401_MES;0
15/06/2023 17:51:00;PRMEI402021_MES;0
15/06/2023 17:51:00;PRMEI404021_MES;0
15/06/2023 17:51:00;PRMEI404501_MES;0
15/06/2023 17:51:00;PRMEI471001;0
15/06/2023 17:51:00;PRMEI472001;0
15/06/2023 17:51:00;PRMEI473001;0
15/06/2023 17:51:00;PRMEI474001;0
15/06/2023 17:51:00;PRMEI475001;0
15/06/2023 17:51:00;PRMEI705101;0
15/06/2023 17:51:00;PRMEI715801_MES;0
15/06/2023 17:51:00;PRMEI815801_MES;0
15/06/2023 17:51:00;PRMEI815802_MES;0
15/06/2023 17:51:00;PRMEI915837_MES;0
15/06/2023 17:51:00;PRMEI915838_MES;0
15/06/2023 17:51:00;PRMEN402011_MES;0
15/06/2023 17:51:00;PRMEN404011_MES;0
15/06/2023 17:51:00;PRMEN405200;0
15/06/2023 17:51:00;PRMEN4055_MES;0
15/06/2023 17:51:00;PRMEN4056_MES;0
15/06/2023 17:51:00;PRMEN4057_MES;0
15/06/2023 17:51:00;PRMEN4058_MES;0
15/06/2023 17:51:00;PRMEN476201_MES;0
15/06/2023 17:51:00;PRMEN476601_MES;0
15/06/2023 17:51:00;PRMEN715301_MES;0
15/06/2023 17:51:00;PRMEN715601_MES;0
15/06/2023 17:51:00;PRMEN716801_MES;0
15/06/2023 17:51:00;PRMEP_AIR_USINE_MES;0
15/06/2023 17:51:00;PRMEP401503_MES;0
15/06/2023 17:51:00;PRMEP403503_MES;0
15/06/2023 17:51:00;PRMEP471001_MES;0
15/06/2023 17:51:00;PRMEP472001_MES;0
15/06/2023 17:51:00;PRMEP473001_MES;0
15/06/2023 17:51:00;PRMEP474001_MES;0
15/06/2023 17:51:00;PRMEP475001_MES;0
15/06/2023 17:51:00;PRMEP716802_MES;0
15/06/2023 17:51:00;PRMEP716803_MES;0
15/06/2023 17:51:00;PRMEP716804_MES;0
15/06/2023 17:51:00;PRMEP716903_MES;0
15/06/2023 17:51:00;PRMEP716904_MES;0
15/06/2023 17:51:00;PRMET409511;0
15/06/2023 17:51:00;PRMET471001;0
15/06/2023 17:51:00;PRMET471002;0
15/06/2023 17:51:00;PRMET471003;0
15/06/2023 17:51:00;PRMET471004;0
15/06/2023 17:51:00;PRMET471005;0
15/06/2023 17:51:00;PRMET471006;0
15/06/2023 17:51:00;PRMET471007;0
15/06/2023 17:51:00;PRMET471008;0
15/06/2023 17:51:00;PRMET471009;0
15/06/2023 17:51:00;PRMET471010;0
15/06/2023 17:51:00;PRMET472001;0
15/06/2023 17:51:00;PRMET472002;0
15/06/2023 17:51:00;PRMET472003;0
15/06/2023 17:51:00;PRMET472004;0
15/06/2023 17:51:00;PRMET472005;0
15/06/2023 17:51:00;PRMET472006;0
15/06/2023 17:51:00;PRMET472007;0
15/06/2023 17:51:00;PRMET472008;0
15/06/2023 17:51:00;PRMET472009;0
15/06/2023 17:51:00;PRMET472010;0
15/06/2023 17:51:00;PRMET473001;0
15/06/2023 17:51:00;PRMET473002;0
15/06/2023 17:51:00;PRMET473003;0
15/06/2023 17:51:00;PRMET473004;0
15/06/2023 17:52:00;PRCOR704006_TEMP;59
15/06/2023 17:52:00;PRCOR704007_TEMP;36
15/06/2023 17:52:00;PRCORP701003_INT;0
15/06/2023 17:52:00;PRCORP702003_INT;0
15/06/2023 17:52:00;PRCORP703003_INT;0
15/06/2023 17:52:00;PRCORP704003_INT;1
15/06/2023 17:52:00;PREVA408501_ETA;0
15/06/2023 17:52:00;PREVA408601_ETA;0
15/06/2023 17:52:00;PREVA408701_ETA;0
15/06/2023 17:52:00;PREVA408801_ETA;0
15/06/2023 17:52:00;PREVA408901_ETA;0
15/06/2023 17:52:00;PREVA409001_ETA;0
15/06/2023 17:52:00;PREVA409101_ETA;0
15/06/2023 17:52:00;PREVA409201_ETA;0
15/06/2023 17:52:00;PREVA815809_ANIM;0
15/06/2023 17:52:00;PREVA915808_ANIM;0
15/06/2023 17:52:00;PRLIC4750_MES;0
15/06/2023 17:52:00;PRMEC815802_MES;0
15/06/2023 17:52:00;PRMEC915839_MES;0
15/06/2023 17:52:00;PRMED400804_MES;0
15/06/2023 17:52:00;PRMED401514_MES;0
15/06/2023 17:52:00;PRMED403514_MES;0
15/06/2023 17:52:00;PRMED476203_MES;0
15/06/2023 17:52:00;PRMED476204_MES;0
15/06/2023 17:52:00;PRMED476603_MES;0
15/06/2023 17:52:00;PRMED476604_MES;0
15/06/2023 17:52:00;PRMED715303_MES;0
15/06/2023 17:52:00;PRMED715304_MES;0
15/06/2023 17:52:00;PRMED715801_MES;0
15/06/2023 17:52:00;PRMED716801_MES;0
15/06/2023 17:52:00;PRMED815804_MES;0
15/06/2023 17:52:00;PRMED915811_MES;0
15/06/2023 17:52:00;PRMEI000301_MES;0
15/06/2023 17:52:00;PRMEI000501_MES;0
15/06/2023 17:52:00;PRMEI000601_MES;0
15/06/2023 17:52:00;PRMEI100401_MES;0
15/06/2023 17:52:00;PRMEI402021_MES;0
15/06/2023 17:52:00;PRMEI404021_MES;0
15/06/2023 17:52:00;PRMEI404501_MES;0
15/06/2023 17:52:00;PRMEI471001;0
15/06/2023 17:52:00;PRMEI472001;0
15/06/2023 17:52:00;PRMEI473001;0
15/06/2023 17:52:00;PRMEI474001;0
15/06/2023 17:52:00;PRMEI475001;0
15/06/2023 17:52:00;PRMEI705101;0
15/06/2023 17:52:00;PRMEI715801_MES;0
15/06/2023 17:52:00;PRMEI815801_MES;0
15/06/2023 17:52:00;PRMEI815802_MES;0
15/06/2023 17:52:00;PRMEI915837_MES;0
15/06/2023 17:52:00;PRMEI915838_MES;0
15/06/2023 17:52:00;PRMEN402011_MES;0
15/06/2023 17:52:00;PRMEN404011_MES;0
15/06/2023 17:52:00;PRMEN405200;0
15/06/2023 17:52:00;PRMEN4055_MES;0
15/06/2023 17:52:00;PRMEN4056_MES;0
15/06/2023 17:52:00;PRMEN4057_MES;0
15/06/2023 17:52:00;PRMEN4058_MES;0
15/06/2023 17:52:00;PRMEN476201_MES;0
15/06/2023 17:52:00;PRMEN476601_MES;0
15/06/2023 17:52:00;PRMEN715301_MES;0
15/06/2023 17:52:00;PRMEN715601_MES;0
15/06/2023 17:52:00;PRMEN716801_MES;0
15/06/2023 17:52:00;PRMEP_AIR_USINE_MES;0
15/06/2023 17:52:00;PRMEP401503_MES;0
15/06/2023 17:52:00;PRMEP403503_MES;0
15/06/2023 17:52:00;PRMEP471001_MES;0
15/06/2023 17:52:00;PRMEP472001_MES;0
15/06/2023 17:52:00;PRMEP473001_MES;0
15/06/2023 17:52:00;PRMEP474001_MES;0
15/06/2023 17:52:00;PRMEP475001_MES;0
15/06/2023 17:52:00;PRMEP716802_MES;0
15/06/2023 17:52:00;PRMEP716803_MES;0
15/06/2023 17:52:00;PRMEP716804_MES;0
15/06/2023 17:52:00;PRMEP716903_MES;0
15/06/2023 17:52:00;PRMEP716904_MES;0
15/06/2023 17:52:00;PRMET409511;0
15/06/2023 17:52:00;PRMET471001;0
15/06/2023 17:52:00;PRMET471002;0
15/06/2023 17:52:00;PRMET471003;0
15/06/2023 17:52:00;PRMET471004;0
15/06/2023 17:52:00;PRMET471005;0
15/06/2023 17:52:00;PRMET471006;0
15/06/2023 17:52:00;PRMET471007;0
15/06/2023 17:52:00;PRMET471008;0
15/06/2023 17:52:00;PRMET471009;0
15/06/2023 17:52:00;PRMET471010;0
15/06/2023 17:52:00;PRMET472001;0
15/06/2023 17:52:00;PRMET472002;0
15/06/2023 17:52:00;PRMET472003;0
15/06/2023 17:52:00;PRMET472004;0
15/06/2023 17:52:00;PRMET472005;0
15/06/2023 17:52:00;PRMET472006;0
15/06/2023 17:52:00;PRMET472007;0
15/06/2023 17:52:00;PRMET472008;0
15/06/2023 17:52:00;PRMET472009;0
15/06/2023 17:52:00;PRMET472010;0
15/06/2023 17:52:00;PRMET473001;0
15/06/2023 17:52:00;PRMET473002;0
15/06/2023 17:52:00;PRMET473003;0
15/06/2023 17:52:00;PRMET473004;0
15/06/2023 17:53:00;PRCOR704006_TEMP;59
15/06/2023 17:53:00;PRCOR704007_TEMP;36
15/06/2023 17:53:00;PRCORP701003_INT;0
15/06/2023 17:53:00;PRCORP702003_INT;0
15/06/2023 17:53:00;PRCORP703003_INT;0
15/06/2023 17:53:00;PRCORP704003_INT;1
15/06/2023 17:53:00;PREVA408501_ETA;0
15/06/2023 17:53:00;PREVA408601_ETA;0
15/06/2023 17:53:00;PREVA408701_ETA;0
15/06/2023 17:53:00;PREVA408801_ETA;0
15/06/2023 17:53:00;PREVA408901_ETA;0
15/06/2023 17:53:00;PREVA409001_ETA;0
15/06/2023 17:53:00;PREVA409101_ETA;0
15/06/2023 17:53:00;PREVA409201_ETA;0
15/06/2023 17:53:00;PREVA815809_ANIM;0
15/06/2023 17:53:00;PREVA915808_ANIM;0
15/06/2023 17:53:00;PRLIC4750_MES;0
15/06/2023 17:53:00;PRMEC815802_MES;0
15/06/2023 17:53:00;PRMEC915839_MES;0
15/06/2023 17:53:00;PRMED400804_MES;0
15/06/2023 17:53:00;PRMED401514_MES;0
15/06/2023 17:53:00;PRMED403514_MES;0
15/06/2023 17:53:00;PRMED476203_MES;0
15/06/2023 17:53:00;PRMED476204_MES;0
15/06/2023 17:53:00;PRMED476603_MES;0
15/06/2023 17:53:00;PRMED476604_MES;0
15/06/2023 17:53:00;PRMED715303_MES;0
15/06/2023 17:53:00;PRMED715304_MES;0
15/06/2023 17:53:00;PRMED715801_MES;0
15/06/2023 17:53:00;PRMED716801_MES;0
15/06/2023 17:53:00;PRMED815804_MES;0
15/06/2023 17:53:00;PRMED915811_MES;0
15/06/2023 17:53:00;PRMEI000301_MES;0
15/06/2023 17:53:00;PRMEI000501_MES;0
15/06/2023 17:53:00;PRMEI000601_MES;0
15/06/2023 17:53:00;PRMEI100401_MES;0
15/06/2023 17:53:00;PRMEI402021_MES;0
15/06/2023 17:53:00;PRMEI404021_MES;0
15/06/2023 17:53:00;PRMEI404501_MES;0
15/06/2023 17:53:00;PRMEI471001;0
15/06/2023 17:53:00;PRMEI472001;0
15/06/2023 17:53:00;PRMEI473001;0
15/06/2023 17:53:00;PRMEI474001;0
15/06/2023 17:53:00;PRMEI475001;0
15/06/2023 17:53:00;PRMEI705101;0
15/06/2023 17:53:00;PRMEI715801_MES;0
15/06/2023 17:53:00;PRMEI815801_MES;0
15/06/2023 17:53:00;PRMEI815802_MES;0
15/06/2023 17:53:00;PRMEI915837_MES;0
15/06/2023 17:53:00;PRMEI915838_MES;0
15/06/2023 17:53:00;PRMEN402011_MES;0
15/06/2023 17:53:00;PRMEN404011_MES;0
15/06/2023 17:53:00;PRMEN405200;0
15/06/2023 17:53:00;PRMEN4055_MES;0
15/06/2023 17:53:00;PRMEN4056_MES;0
15/06/2023 17:53:00;PRMEN4057_MES;0
15/06/2023 17:53:00;PRMEN4058_MES;0
15/06/2023 17:53:00;PRMEN476201_MES;0
15/06/2023 17:53:00;PRMEN476601_MES;0
15/06/2023 17:53:00;PRMEN715301_MES;0
15/06/2023 17:53:00;PRMEN715601_MES;0
15/06/2023 17:53:00;PRMEN716801_MES;0
15/06/2023 17:53:00;PRMEP_AIR_USINE_MES;0
15/06/2023 17:53:00;PRMEP401503_MES;0
15/06/2023 17:53:00;PRMEP403503_MES;0
15/06/2023 17:53:00;PRMEP471001_MES;0
15/06/2023 17:53:00;PRMEP472001_MES;0
15/06/2023 17:53:00;PRMEP473001_MES;0
15/06/2023 17:53:00;PRMEP474001_MES;0
15/06/2023 17:53:00;PRMEP475001_MES;0
15/06/2023 17:53:00;PRMEP716802_MES;0
15/06/2023 17:53:00;PRMEP716803_MES;0
15/06/2023 17:53:00;PRMEP716804_MES;0
15/06/2023 17:53:00;PRMEP716903_MES;0
15/06/2023 17:53:00;PRMEP716904_MES;0
15/06/2023 17:53:00;PRMET409511;0
15/06/2023 17:53:00;PRMET471001;0
15/06/2023 17:53:00;PRMET471002;0
15/06/2023 17:53:00;PRMET471003;0
15/06/2023 17:53:00;PRMET471004;0
15/06/2023 17:53:00;PRMET471005;0
15/06/2023 17:53:00;PRMET471006;0
15/06/2023 17:53:00;PRMET471007;0
15/06/2023 17:53:00;PRMET471008;0
15/06/2023 17:53:00;PRMET471009;0
15/06/2023 17:53:00;PRMET471010;0
15/06/2023 17:53:00;PRMET472001;0
15/06/2023 17:53:00;PRMET472002;0
15/06/2023 17:53:00;PRMET472003;0
15/06/2023 17:53:00;PRMET472004;0
15/06/2023 17:53:00;PRMET472005;0
15/06/2023 17:53:00;PRMET472006;0
15/06/2023 17:53:00;PRMET472007;0
15/06/2023 17:53:00;PRMET472008;0
15/06/2023 17:53:00;PRMET472009;0
15/06/2023 17:53:00;PRMET472010;0
15/06/2023 17:53:00;PRMET473001;0
15/06/2023 17:53:00;PRMET473002;0
15/06/2023 17:53:00;PRMET473003;0
15/06/2023 17:53:00;PRMET473004;0
15/06/2023 17:54:00;PRCOR704006_TEMP;59
15/06/2023 17:54:00;PRCOR704007_TEMP;36
15/06/2023 17:54:00;PRCORP701003_INT;0
15/06/2023 17:54:00;PRCORP702003_INT;0
15/06/2023 17:54:00;PRCORP703003_INT;0
15/06/2023 17:54:00;PRCORP704003_INT;1
15/06/2023 17:54:00;PREVA408501_ETA;0
15/06/2023 17:54:00;PREVA408601_ETA;0
15/06/2023 17:54:00;PREVA408701_ETA;0
15/06/2023 17:54:00;PREVA408801_ETA;0
15/06/2023 17:54:00;PREVA408901_ETA;0
15/06/2023 17:54:00;PREVA409001_ETA;0
15/06/2023 17:54:00;PREVA409101_ETA;0
15/06/2023 17:54:00;PREVA409201_ETA;0
15/06/2023 17:54:00;PREVA815809_ANIM;0
15/06/2023 17:54:00;PREVA915808_ANIM;0
15/06/2023 17:54:00;PRLIC4750_MES;0
15/06/2023 17:54:00;PRMEC815802_MES;0
15/06/2023 17:54:00;PRMEC915839_MES;0
15/06/2023 17:54:00;PRMED400804_MES;0
15/06/2023 17:54:00;PRMED401514_MES;0
15/06/2023 17:54:00;PRMED403514_MES;0
15/06/2023 17:54:00;PRMED476203_MES;0
15/06/2023 17:54:00;PRMED476204_MES;0
15/06/2023 17:54:00;PRMED476603_MES;0
15/06/2023 17:54:00;PRMED476604_MES;0
15/06/2023 17:54:00;PRMED715303_MES;0
15/06/2023 17:54:00;PRMED715304_MES;0
15/06/2023 17:54:00;PRMED715801_MES;0
15/06/2023 17:54:00;PRMED716801_MES;0
15/06/2023 17:54:00;PRMED815804_MES;0
15/06/2023 17:54:00;PRMED915811_MES;0
15/06/2023 17:54:00;PRMEI000301_MES;0
15/06/2023 17:54:00;PRMEI000501_MES;0
15/06/2023 17:54:00;PRMEI000601_MES;0
15/06/2023 17:54:00;PRMEI100401_MES;0
15/06/2023 17:54:00;PRMEI402021_MES;0
15/06/2023 17:54:00;PRMEI404021_MES;0
15/06/2023 17:54:00;PRMEI404501_MES;0
15/06/2023 17:54:00;PRMEI471001;0
15/06/2023 17:54:00;PRMEI472001;0
15/06/2023 17:54:00;PRMEI473001;0
15/06/2023 17:54:00;PRMEI474001;0
15/06/2023 17:54:00;PRMEI475001;0
15/06/2023 17:54:00;PRMEI705101;0
15/06/2023 17:54:00;PRMEI715801_MES;0
15/06/2023 17:54:00;PRMEI815801_MES;0
15/06/2023 17:54:00;PRMEI815802_MES;0
15/06/2023 17:54:00;PRMEI915837_MES;0
15/06/2023 17:54:00;PRMEI915838_MES;0
15/06/2023 17:54:00;PRMEN402011_MES;0
15/06/2023 17:54:00;PRMEN404011_MES;0
15/06/2023 17:54:00;PRMEN405200;0
15/06/2023 17:54:00;PRMEN4055_MES;0
15/06/2023 17:54:00;PRMEN4056_MES;0
15/06/2023 17:54:00;PRMEN4057_MES;0
15/06/2023 17:54:00;PRMEN4058_MES;0
15/06/2023 17:54:00;PRMEN476201_MES;0
15/06/2023 17:54:00;PRMEN476601_MES;0
15/06/2023 17:54:00;PRMEN715301_MES;0
15/06/2023 17:54:00;PRMEN715601_MES;0
15/06/2023 17:54:00;PRMEN716801_MES;0
15/06/2023 17:54:00;PRMEP_AIR_USINE_MES;0
15/06/2023 17:54:00;PRMEP401503_MES;0
15/06/2023 17:54:00;PRMEP403503_MES;0
15/06/2023 17:54:00;PRMEP471001_MES;0
15/06/2023 17:54:00;PRMEP472001_MES;0
15/06/2023 17:54:00;PRMEP473001_MES;0
15/06/2023 17:54:00;PRMEP474001_MES;0
15/06/2023 17:54:00;PRMEP475001_MES;0
15/06/2023 17:54:00;PRMEP716802_MES;0
15/06/2023 17:54:00;PRMEP716803_MES;0
15/06/2023 17:54:00;PRMEP716804_MES;0
15/06/2023 17:54:00;PRMEP716903_MES;0
15/06/2023 17:54:00;PRMEP716904_MES;0
15/06/2023 17:54:00;PRMET409511;0
15/06/2023 17:54:00;PRMET471001;0
15/06/2023 17:54:00;PRMET471002;0
15/06/2023 17:54:00;PRMET471003;0
15/06/2023 17:54:00;PRMET471004;0
15/06/2023 17:54:00;PRMET471005;0
15/06/2023 17:54:00;PRMET471006;0
15/06/2023 17:54:00;PRMET471007;0
15/06/2023 17:54:00;PRMET471008;0
15/06/2023 17:54:00;PRMET471009;0
15/06/2023 17:54:00;PRMET471010;0
15/06/2023 17:54:00;PRMET472001;0
15/06/2023 17:54:00;PRMET472002;0
15/06/2023 17:54:00;PRMET472003;0
15/06/2023 17:54:00;PRMET472004;0
15/06/2023 17:54:00;PRMET472005;0
15/06/2023 17:54:00;PRMET472006;0
15/06/2023 17:54:00;PRMET472007;0
15/06/2023 17:54:00;PRMET472008;0
15/06/2023 17:54:00;PRMET472009;0
15/06/2023 17:54:00;PRMET472010;0
15/06/2023 17:54:00;PRMET473001;0
15/06/2023 17:54:00;PRMET473002;0
15/06/2023 17:54:00;PRMET473003;0
15/06/2023 17:54:00;PRMET473004;0
15/06/2023 17:50:00;PRMET473005;0
15/06/2023 17:50:00;PRMET473006;0
15/06/2023 17:50:00;PRMET473007;0
15/06/2023 17:50:00;PRMET473008;0
15/06/2023 17:50:00;PRMET473009;0
15/06/2023 17:50:00;PRMET473010;0
15/06/2023 17:50:00;PRMET473202;0
15/06/2023 17:50:00;PRMET473203;0
15/06/2023 17:50:00;PRMET473204;0
15/06/2023 17:50:00;PRMET473205;0
15/06/2023 17:50:00;PRMET473206;0
15/06/2023 17:50:00;PRMET474001;0
15/06/2023 17:50:00;PRMET474002;0
15/06/2023 17:50:00;PRMET474003;0
15/06/2023 17:50:00;PRMET474004;0
15/06/2023 17:50:00;PRMET474005;0
15/06/2023 17:50:00;PRMET474006;0
15/06/2023 17:50:00;PRMET474007;0
15/06/2023 17:50:00;PRMET474008;0
15/06/2023 17:50:00;PRMET474009;0
15/06/2023 17:50:00;PRMET474010;0
15/06/2023 17:50:00;PRMET474202;0
15/06/2023 17:50:00;PRMET474203;0
15/06/2023 17:50:00;PRMET474204;0
15/06/2023 17:50:00;PRMET474205;0
15/06/2023 17:50:00;PRMET474206;0
15/06/2023 17:50:00;PRMET475001;0
15/06/2023 17:50:00;PRMET475002;0
15/06/2023 17:50:00;PRMET475003;0
15/06/2023 17:50:00;PRMET475004;0
15/06/2023 17:50:00;PRMET475005;0
15/06/2023 17:50:00;PRMET475006;0
15/06/2023 17:50:00;PRMET475007;0
15/06/2023 17:50:00;PRMET475008;0
15/06/2023 17:50:00;PRMET475009;0
15/06/2023 17:50:00;PRMET475010;0
15/06/2023 17:50:00;PRMET715601_MES;0
15/06/2023 17:50:00;PRMET716804_MES;0
15/06/2023 17:50:00;PRMET716901_MES;0
15/06/2023 17:50:00;PRMET716902_MES;0
15/06/2023 17:50:00;PRMET717002_MES;0
15/06/2023 17:50:00;PRMET815801_MES;0
15/06/2023 17:50:00;PRMET815802_MES;0
15/06/2023 17:50:00;PRMET915813_MES;0
15/06/2023 17:50:00;PRMET915814_MES;0
15/06/2023 17:50:00;PRMEV100301_MES;0
15/06/2023 17:50:00;PRMEV401511_MES;0
15/06/2023 17:50:00;PRMEV402021_MES;0
15/06/2023 17:50:00;PRMEV403511_MES;0
15/06/2023 17:50:00;PRMEV404021_MES;0
15/06/2023 17:50:00;PRMEV405301;0
15/06/2023 17:50:00;PRMEV471001;0
15/06/2023 17:50:00;PRMEV472001;0
15/06/2023 17:50:00;PRMEV473001;0
15/06/2023 17:50:00;PRMEV474001;0
15/06/2023 17:50:00;PRMEV475001;0
15/06/2023 17:50:00;PRMEV815800_MES;0
15/06/2023 17:50:00;PRMEV815801_MES;0
15/06/2023 17:50:00;PRMEV815802_MES;0
15/06/2023 17:50:00;PRMEV915807_MES;0
15/06/2023 17:50:00;PRMEV915809_MES;0
15/06/2023 17:50:00;PRMEV915810_MES;0
15/06/2023 17:50:00;PRMOA408502_INT;0
15/06/2023 17:50:00;PRMOA408602_INT;0
15/06/2023 17:50:00;PRMOA408702_INT;0
15/06/2023 17:50:00;PRMOA408802_INT;0
15/06/2023 17:50:00;PRMOA408902_INT;0
15/06/2023 17:50:00;PRMOA409002_INT;0
15/06/2023 17:50:00;PRMOA409102_INT;0
15/06/2023 17:50:00;PRMOA409202_INT;0
15/06/2023 17:50:00;PRMOB405502_INT;0
15/06/2023 17:50:00;PRMOB405602_INT;0
15/06/2023 17:50:00;PRMOB405702_INT;0
15/06/2023 17:50:00;PRMOB405801_VIT;0
15/06/2023 17:50:00;PRMOB405802_INT;0
15/06/2023 17:50:00;PRMOP471201_INT;0
15/06/2023 17:50:00;PRMOP472201_INT;0
15/06/2023 17:50:00;PRMOP473201_INT;0
15/06/2023 17:50:00;PRMOP474201_INT;0
15/06/2023 17:50:00;PRMOP701202_INT;0
15/06/2023 17:50:00;PRMOP702202_INT;0
15/06/2023 17:50:00;PRMOP703202_INT;0
15/06/2023 17:50:00;PRMOP704202_INT;2
15/06/2023 17:50:00;PRMOV471201_INT;0
15/06/2023 17:50:00;PRMOV471201_VIT;0
15/06/2023 17:50:00;PRMOV471202_INT;0
15/06/2023 17:50:00;PRMOV472201_INT;0
15/06/2023 17:50:00;PRMOV472201_VIT;0
15/06/2023 17:50:00;PRMOV472202_INT;0
15/06/2023 17:50:00;PRMOV473201_INT;0
15/06/2023 17:50:00;PRMOV473201_VIT;0
15/06/2023 17:50:00;PRMOV473202_INT;0
15/06/2023 17:50:00;PRMOV474201_INT;0
15/06/2023 17:50:00;PRMOV474201_VIT;0
15/06/2023 17:50:00;PRMOV474202_INT;0
15/06/2023 17:50:00;PRMOV701101_VIT;0
15/06/2023 17:50:00;PRMOV701102_INT;0
15/06/2023 17:50:00;PRMOV702101_VIT;0
15/06/2023 17:50:00;PRMOV702102_INT;0
15/06/2023 17:50:00;PRMOV703101_VIT;0
15/06/2023 17:51:00;PRMET473005;0
15/06/2023 17:51:00;PRMET473006;0
15/06/2023 17:51:00;PRMET473007;0
15/06/2023 17:51:00;PRMET473008;0
